t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad],u_velo_raw [m/s],vm_velo_raw [m/s],psi [rad],psi_hat_GNSS_f2a [rad],psi_hat_GNSS_f23 [rad],psi_hat_GNSS_a23 [rad],r_angvelo_raw [rad/s],chosen_GPS,chosen_headind_method,u_gps_raw_midship [m/s],vm_gps_raw_midship [m/s],U_gps_raw_midship [m/s]
0.0,1.8181981988538798,0.0019682171710747602,5.16099037163233,0.0169475030466585,0.0492190882367181,0.00296705975959928,0.0,0.0,0.773934267230368,0.888634290061366,0.7595937131387029,0.9257977136722609,0.0019682171710747602,0.0169475030466585,0.0113446397218442,0.0492190882367181,0.0398725778076894,-0.00877520984229396,0.00296705975959928,1,1,0.0007497100751480219,0.0096198104123719,0.00964898013091318
0.1,1.8211160596233,0.0019362282516797102,5.16742448159914,0.0168852974858646,0.0492190879544487,0.00296014756340888,0.0,0.0,0.7939320378073691,0.879721573626902,0.779739515776548,0.917049627692859,-0.00126266320944986,0.0106647413509235,0.012042771797148997,0.0492190879544487,0.0423010452854766,0.00654810100781744,0.0022689279443688396,1,1,0.00074971007123333,0.0106195351719935,0.010645966018174
0.2,1.82164771901426,0.00196949227995003,5.17006202481787,0.0166975146052482,0.0527112180421454,0.00292622640687611,0.0,0.0,0.7290511097316171,0.774911552672008,0.716037024542612,0.812882873026039,0.0006786167490633441,0.0076065912511935905,0.0139626342240141,0.0527112180421454,0.045229147256278,0.00654810100781744,0.00122173048159752,1,1,0.0038875277949680397,0.0115842124096108,0.0122191181968107
0.3,1.8191005274383798,0.0019529289438429398,5.16950306854849,0.0165782001357167,0.0539396577923188,0.0028523478736973,0.0,0.0,0.7290760117084691,0.7749537655264079,0.716155208897481,0.8142590357899631,0.000696731614344086,0.0126177833390675,0.014137166982766002,0.0539396577923188,0.0457357350416394,0.0036840065566357,0.000349065842596636,1,1,0.00390390454209845,0.0128290825194614,0.0134099153228113
0.4,1.81883906949028,0.00184898102478627,5.17450828626887,0.0162181029899254,0.0504396266986908,0.00281113668285315,0.0,0.0,0.7290890104943549,0.7749799711821559,0.7164915258526251,0.8110502075401891,0.000661604513245372,0.00673109030547063,0.0143116997415178,0.0504396266986908,0.0457357350416394,0.0216577747603102,0.00174532927800176,1,1,0.00385722900426512,0.0108432153981937,0.0115088459787664
0.5,1.82197118185192,0.0018105386575865301,5.17681651693941,0.0156678676550252,0.0533247102254941,0.0028024264555106698,0.0,0.0,0.7290919480059129,0.774991234169278,0.716900787379033,0.8144648972829049,5.9597677105734e-06,0.00413143306908059,0.0143116997415178,0.0533247102254941,0.0481558493315901,0.0216577747603102,0.00261799398202122,1,1,-0.00438496805758934,0.0180363302643685,0.0185617120511944
0.6,1.82197118185192,0.00171644901133479,5.17681651693941,0.0151111224460013,0.0533247102254941,0.00272899637546685,0.0,0.0,0.663993087791221,0.827207016850705,0.651765689838118,0.8667697215414641,8.751335924301269e-06,0.00500637089127406,0.0144862325002697,0.0533247102254941,0.0452291479671423,0.00368401841145594,0.00139626337038654,1,1,-0.00438496805758934,0.0197858485002294,0.0202659257311406
0.7,1.8193302285830302,0.0017671559429069102,5.178014185747901,0.0144409310456959,0.0533247102254941,0.00254869706506559,0.0,0.0,0.664085402257412,0.827353800949569,0.652283854550448,0.8676550259590401,0.00258211560716768,0.0036696431438342204,0.0144862325002697,0.0533247102254941,0.0457357357530277,0.0065481129210363,-0.000349065842596636,1,1,-0.00438496805758934,0.0222851599332213,0.0227124701015836
0.8,1.8193302285830302,0.0019846008434661103,5.178014185747901,0.0136639019572895,0.0533247102254941,0.00238513502364996,0.0,0.0,0.6192762105878521,0.8273966742579709,0.607755609435131,0.867718047786941,0.00515547987841243,0.0023329153963952,0.0144862325002697,0.0533247102254941,0.0457357357530277,0.0065481129210363,-0.0,1,1,-0.00438496805758934,0.0217852976466229,0.0222222217255168
0.9,1.8193302285830302,0.0020269076714983397,5.178014185747901,0.013199489892293999,0.0533247102254941,0.00211196691224237,0.0,0.0,0.6193787937659101,0.827583330291852,0.6081670828563089,0.868490040109407,0.0025972745158389897,0.00693843804072422,0.0144862325002697,0.0533247102254941,0.0457357357530277,0.0065481129210363,-0.0015707963892127301,1,1,-0.00438496805758934,0.0240346780759756,0.0244314079635591
1.0,1.8193302285830302,0.00226088993002413,5.178014185747901,0.0130168791552948,0.0533247102254941,0.0018549494587495898,0.0,0.0,0.6194979726990629,0.827781367328654,0.6082367936488321,0.8691655823787341,0.00522071273727436,0.0107068945110558,0.0143116997415178,0.0533247102254941,0.0457357357530277,0.0065481129210363,-0.00139626337038654,1,1,-0.00438496805758934,0.0237847467930165,0.0241855767943207
