t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad]
0.0,1.595999208,0.025237588,1.381760173,0.012919656,0.055721332,-0.000386354,12.0,0.0,1.170165972,6.06498542,1.14846582,6.104966356
0.1,1.609951922,0.025152437,1.387627997,0.012796137,0.058104652,-0.000488283,12.0,-0.039165188,1.545179587,5.829737796,1.528340485,5.873106005
0.2,1.609951922,0.025040559,1.387627997,0.012768262,0.058104652,-0.000599818,12.0,-0.06853908,1.545160989,5.82977596,1.52840784,5.873193316
0.3,1.612358155,0.024749225,1.390568737,0.012620366,0.055210056,-0.000720837,12.0,-0.097912971,1.254952561,6.065336244,1.233636959,6.106217644
0.4,1.612318019,0.024613867,1.391298346,0.012281773,0.054699782,-0.000851109,12.0,-0.127286862,1.435005897,6.021624706,1.414487634,6.063414725
0.5,1.612318019,0.024494245,1.391298346,0.012028783,0.054699782,-0.000990408,12.0,-0.166452051,1.434991858,6.02167539,1.414510229,6.063655642
0.6,1.612318019,0.02436246,1.391298346,0.011927076,0.054699782,-0.001138361,12.0,-0.186034645,1.46002904,5.978217926,1.440452886,6.019913981
0.7,1.61263506,0.024338118,1.398200515,0.011325346,0.055210056,-0.001294554,12.0,-0.205617239,1.460067227,5.978313387,1.440257829,6.020881198
0.8,1.617876832,0.023971054,1.396534787,0.010808605,0.054699782,-0.001458549,12.0,-0.23499113,1.624809699,5.856045631,1.607474541,5.898363388
0.9,1.620478098,0.023602192,1.396065322,0.01028742,0.054190505,-0.001629849,12.0,-0.254573725,1.62479409,5.856104878,1.607548838,5.898292081
1.0,1.620478098,0.023576729,1.396065322,0.010197986,0.054190505,-0.001807923,12.0,-0.264365022,1.759737326,5.716566267,1.745341072,5.758482929
1.1,1.623119051,0.023129003,1.394867653,0.009996566,0.054190505,-0.001992257,12.0,-0.293738913,1.759667225,5.716594051,1.745543244,5.758754548
1.2,1.628677866,0.022802122,1.400104094,0.009778657,0.054190504,-0.002182422,12.0,-0.30353021,1.739568494,5.760082873,1.724716377,5.802679195
1.3,1.628182717,0.02233115,1.396606087,0.009318005,0.051299772,-0.002377764,12.0,-0.313321507,1.739532422,5.760139199,1.724838375,5.800206657
1.4,1.633391176,0.022151782,1.39565547,0.009022996,0.050289586,-0.002577668,12.0,-0.332904102,1.914515631,5.673049386,1.901539522,5.712694529
1.5,1.633881738,0.022129407,1.399160962,0.008636019,0.053174932,-0.002781667,12.0,-0.342695399,2.024191703,5.576898254,2.012983935,5.619593149
1.6,1.633704591,0.022064523,1.402565587,0.008356586,0.050794184,-0.002989181,12.0,-0.342695399,2.024128455,5.576937848,2.012781692,5.617376417
1.7,1.636345543,0.022108796,1.401367918,0.007683155,0.050794184,-0.003199676,12.0,-0.352486696,2.009161752,5.620640652,1.996409198,5.661474845
1.8,1.636382485,0.021921248,1.40064486,0.007293487,0.051299771,-0.00341268,12.0,-0.362277993,2.009097969,5.620679625,1.996246947,5.662232519
1.9,1.638986496,0.02185948,1.400170249,0.00686303,0.050794184,-0.003627732,12.0,-0.362277993,2.009043386,5.620725178,1.995960362,5.66195612
2.0,1.641458001,0.021909934,1.402386008,0.006640583,0.04840757,-0.003844373,12.0,-0.37206929,2.033962017,5.594584096,2.021205178,5.633454134
2.1,1.644582251,0.021989722,1.404683632,0.006359103,0.051299772,-0.004062226,12.0,-0.37206929,2.134167249,5.664359336,2.119861195,5.70710277
2.2,1.647186262,0.022012866,1.404209021,0.006010698,0.050794185,-0.004280887,12.0,-0.381860587,2.134116533,5.664399909,2.11958138,5.706764387
2.3,1.646775002,0.022206651,1.399269985,0.006019355,0.048911439,-0.004500115,12.0,-0.381860587,2.234634994,5.7606242,2.218288915,5.802111619
2.4,1.652333816,0.022152825,1.404506426,0.006173566,0.048911438,-0.004719585,12.0,-0.381860587,2.234579168,5.76066445,2.218369673,5.802109153
2.5,1.654939673,0.022312566,1.404029443,0.006103961,0.04840757,-0.00493904,12.0,-0.381860587,2.169431785,5.812964096,2.152212619,5.854082328
2.6,1.654974768,0.022463703,1.403308758,0.005825434,0.048911438,-0.005158226,12.0,-0.381860587,2.130095577,5.900428569,2.111316158,5.9427498
2.7,1.657615721,0.022719707,1.402111089,0.005520351,0.048911438,-0.005376984,12.0,-0.381860587,2.130087843,5.900472288,2.11094897,5.942881252
2.8,1.657452194,0.023183298,1.405535695,0.005241654,0.046517228,-0.005595165,12.0,-0.381860587,2.164828304,6.171032065,2.142183282,6.213872744
2.9,1.662734102,0.023615835,1.403140358,0.004905416,0.046517228,-0.005812603,12.0,-0.37206929,1.999530894,6.066458477,1.977337189,6.10793701
3.0,1.665187934,0.024118452,1.406091935,0.004575927,0.043616764,-0.006029155,12.0,-0.37206929,1.999521192,6.06651011,1.976745861,6.105193596
3.1,1.667797883,0.02455492,1.405608731,0.004096656,0.043117367,-0.00624463,12.0,-0.37206929,1.824349593,6.02308829,1.801450998,6.060438924
3.2,1.672906856,0.02494206,1.407361249,0.003689583,0.040218302,-0.006458859,12.0,-0.362277993,1.90917393,5.857425182,1.887781386,5.890320629
3.3,1.675967063,0.025614996,1.410360578,0.003699381,0.042618951,-0.006671672,12.0,-0.362277993,1.909112081,5.857471273,1.887135374,5.892621932
3.4,1.67585349,0.026058543,1.413084737,0.003546347,0.040714952,-0.006882884,12.0,-0.362277993,1.888042661,5.630047234,1.869416757,5.660687506
3.5,1.68107826,0.026341049,1.412109255,0.003547756,0.03972263,-0.007092242,12.0,-0.352486696,1.887961137,5.630078336,1.869129195,5.659641712
3.6,1.681106624,0.026849276,1.411400021,0.003653512,0.040218302,-0.007299509,12.0,-0.352486696,2.01283279,5.577760849,1.994723406,5.60777879
3.7,1.686388529,0.027431143,1.409004684,0.00373226,0.040218302,-0.007504393,12.0,-0.342695399,1.997754834,5.577815846,1.97927091,5.6075413
3.8,1.691642071,0.028082087,1.407318581,0.003756943,0.03972263,-0.007706513,12.0,-0.332904102,1.99767977,5.577847546,1.978731391,5.60685864
