t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad],u_velo_raw [m/s],vm_velo_raw [m/s],psi [rad],psi_hat_GNSS_f2a [rad],psi_hat_GNSS_f23 [rad],psi_hat_GNSS_a23 [rad],r_angvelo_raw [rad/s],chosen_GPS,chosen_headind_method
0,2.02756104462075,0.00299561011057331,1.11658592398702,0.00286069306948732,0.0114336954232008,-0.00019687127525834,7.568359375,0,0.679983631878655,6.04758491636584,0.677747478994408,6.05388257541941,0.00299561011057331,0.00286069306948732,-0.000174532921298318,0.0455345266401428,0.0114336954232008,-0.229006182961365,-0.00296705975959928,1,2
0.1,2.02755344105657,0.00299425471341532,1.11726499290861,0.00285538950955727,0.0109594555521511,-0.000150791252860777,7.882080078125,0,0.340130737394487,5.68455353674783,0.339290273199743,5.68358642439584,0.00299441414992158,0.00218300191560918,-0.000698131685193272,0.0455345266401428,0.0109594555521511,-0.23073393633704,-0.000174532921298318,1,2
0.2,2.02755344105657,0.00299425782444704,1.11726499290861,0.00284226943321677,0.0109594555521511,-9.75070593752414e-05,7.882080078125,0,0.320056662710411,5.5595449691008,0.319721061218278,5.55763825025501,0.00299441414992158,0.00218300191560918,-0.000872664639000881,0.0455345266401428,0.0109594555521511,-0.23073393633704,-0.00104719752778991,1,2
0.3,2.02756104462075,0.00307087168844448,1.11658592398702,0.00282576955648256,0.0114336954232008,-3.72470523832046e-05,7.882080078125,0,0.31989957281825,5.38384487276894,0.320229528788229,5.38224284264001,0.00562117590193407,0.00231481743311197,-0.000872664639000881,0.0455345266401428,0.0114336954232008,-0.229006182961365,-0.000698131685193272,1,2
0.4,2.02756104462075,0.00316586905053347,1.11658592398702,0.00278136264017685,0.0114336954232008,2.97979446427204e-05,7.882080078125,0,0.319946719117368,5.38349421766874,0.320185959594428,5.38167841552921,0.00562269909795167,0.00163290710526572,-0.000872664639000881,0.0455345266401428,0.0114336954232008,-0.229006182961365,-0.000523598763894954,1,2
0.5,2.02755344105657,0.00327537804042632,1.11726499290861,0.00270049779796724,0.0109594555521511,0.000103187447720854,7.882080078125,0,0.330004842664988,5.38278916692588,0.330115353505004,5.38068530178134,0.00562208510691477,0.000956461959750137,-0.000872664639000881,0.0455345266401428,0.0109594555521511,-0.23073393633704,0.000698131685193272,1,2
0.6,2.02756104462075,0.00339908946843305,1.11658592398702,0.00267888501421144,0.0114336954232008,0.000182383716038194,7.882080078125,0,0.375158134151555,5.69374052018302,0.373821403881184,5.69396532114218,0.00562117590193407,0.00231481743311197,-0.00104719752778991,0.0455345266401428,0.0114336954232008,-0.229006182961365,-0.000523598763894954,1,2
0.7,2.02756104462075,0.00352924949224969,1.11658592398702,0.00265755954085795,0.0114336954232008,0.000266924550560243,8.11737060546875,0,0.375199535272605,5.69349002882539,0.373740288021997,5.69354660411477,0.00562117590193407,0.00231481743311197,-0.00104719752778991,0.0461147580329306,0.0114336954232008,-0.23073393633704,-0.000523598763894954,1,2
0.8,2.0301943961513,0.00366198825767615,1.11606732387561,0.0028641884976695,0.0109594551285779,0.000356207862311646,9.9212646484375,0,0.335201631826987,5.61898588745811,0.334094686022413,5.616188437002,0.00561602881525057,0.00585294212675549,-0.000872664639000881,0.0449556130457986,0.0109594551285779,-0.229006182961365,-0.000698131685193272,1,2
0.9,2.02756104462075,0.00397979492675678,1.11658592398702,0.00303088177813151,0.0114336954232008,0.000449530666007901,9.99969482421875,0,0.335243161455627,5.61879303265868,0.333994099140871,5.61549612625311,0.00824605390228851,0.00530160362455699,-0.000872664639000881,0.0461147580329306,0.0114336954232008,-0.23073393633704,-0.000349065842596636,1,2
