t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad],u_velo_raw [m/s],vm_velo_raw [m/s],psi [rad],psi_hat_GNSS_f2a [rad],psi_hat_GNSS_f23 [rad],psi_hat_GNSS_a23 [rad],r_angvelo_raw [rad/s],chosen_GPS,chosen_headind_method,u_gps_raw_midship [m/s],vm_gps_raw_midship [m/s],U_gps_raw_midship [m/s]
0,-5.04540931554339,0.016461027220923,-0.742413724310585,-0.0106905514814482,-0.0943434428687866,0.00193966427490836,10,0,0.354894374188991,3.09204176125491,0.371995458741766,2.97118385292276,0.016461027220923,-0.0106905514814482,0.0200712859818159,-0.0943434428687866,-0.0900968347790514,-0.0683528770746407,0.00436332312998582,1,1,-0.000225179754373295,0.00486055013974888,0.00486576341212686
0.1,-5.04012741144102,0.0164067528150488,-0.744809060823111,-0.0106781005570249,-0.0943434428687866,0.00207767989349841,10,-0.0293738913110646,0.40292918142337,3.36637877548696,0.416781400897508,3.2382764480303,0.0109793122276264,-0.00943300811469722,0.0242600763530498,-0.0943434428687866,-0.0900968347790514,-0.0683528770746407,0.00349065855600352,1,1,0.00187587985176816,-0.00294993473536795,0.00349586043216832
0.2,-5.04018597394913,0.0162962604060495,-0.745429394526285,-0.0106610547122442,-0.0939083228487807,0.0022046091212161,10,-0.0489564855184409,0.323478306329993,3.17554878929885,0.33959135194152,3.04862332997314,0.0109777008695268,-0.00944585183998046,0.0244346091118017,-0.0939083228487807,-0.0897283842908163,-0.0683528770746407,0.00244346096319503,1,1,0.0018767710994618,-0.00145116420925756,0.00237237166607705
0.3,-5.0376745331898,0.0160449527167281,-0.743382638286568,-0.0108671219046183,-0.0908314096292655,0.00231847085046568,10,-0.0587477826221291,0.32347872389472,3.17598613616173,0.339386699249412,3.0514079911156,0.0086438104541298,-0.0161521593344023,0.0247836746293054,-0.0908314096292655,-0.0871579667776186,-0.0683528770746407,0.00314159277842547,1,1,0.00188306332954998,-0.00245667331536001,0.00309534671426285
0.4,-5.0376745331898,0.0158558784255693,-0.743382638286568,-0.0108154796815246,-0.0908314096292655,0.00241739172304845,10,-0.0783303768295055,0.309476956398246,2.81935867071103,0.328048131782678,2.71250553263445,0.0109660226495938,-0.0094799040126634,0.0251327422274038,-0.0908314096292655,-0.0871579667776186,-0.0683528770746407,0.00383972433358158,1,1,0.0127695822534459,-3.59758050301143e-05,0.012769632930749
0.5,-5.03773150160843,0.0157541243636749,-0.744009626761638,-0.0107767698697357,-0.0903917649037471,0.0024997285745048,10,-0.0979129710368819,0.393874121638847,2.67517247659988,0.412862860282345,2.5786051554506,0.013700274399825,-0.00980953636948678,0.0254818077449075,-0.0903917649037471,-0.0871579667776186,-0.0707298957205353,0.00314159277842547,1,1,0.012771982582732,0.000958133974732143,0.0128078710099355
0.6,-5.03239262666867,0.0155084537590647,-0.745777975313019,-0.0106692678867356,-0.090831410021843,0.00256391244915088,10,-0.117495565244258,0.393877165242909,2.67539796071581,0.412596546276634,2.57834170223592,0.0109636443073866,-0.00884386818851645,0.0260054060211631,-0.090831410021843,-0.0871579671095131,-0.0683528770746407,0.00383972433358158,1,1,0.0127695822513014,-3.59758000170627e-05,0.0127696329285904
0.7,-5.03266953118196,0.0152179819298647,-0.753409753424332,-0.010152935851989,-0.0908314105316361,0.00260872953686594,10,-0.137078159451635,0.449482358268374,2.84282484763312,0.467153433552431,2.74074121533841,0.0105495308622232,-0.0018544693071822,0.0263544715386668,-0.0908314105316361,-0.0900968351081233,-0.0863393799653116,0.00453785588873769,1,1,0.0127695822485167,-0.00103570018049077,0.0128115145734414
0.8,-5.03266953118196,0.014918385168312,-0.753409753424332,-0.00962038369139983,-0.0908314105316361,0.00263302318253766,10,-0.146869456555323,0.58900776347277,2.62061831610143,0.606898469608554,2.52825905099803,0.0105495308622232,-0.0018544693071822,0.0267035370561705,-0.0908314105316361,-0.087157966858195,-0.0683528731043401,0.00436332312998582,1,1,0.0127695822485167,-0.000785769269958097,0.01279373534771
0.9,-5.03272649960103,0.0148016592142567,-0.754036741897923,-0.00906905998094703,-0.0903917658071187,0.00263593376821024,10,-0.166452050762699,0.588929885314647,2.62062368528041,0.606523401546691,2.52939801779882,0.0132850388678262,-0.00154788277860659,0.0267035370561705,-0.0903917658071187,-0.087157966858195,-0.0707298917566128,0.00436332312998582,1,1,0.0127719825778024,-0.000791383877164438,0.0127964771483688
