t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad],u_velo_raw [m/s],vm_velo_raw [m/s],psi [rad],psi_hat_GNSS_f2a [rad],psi_hat_GNSS_f23 [rad],psi_hat_GNSS_a23 [rad],r_angvelo_raw [rad/s],chosen_GPS,chosen_headind_method
0,-1.50242299675945,0.0161302557255199,2.54764227622059,0.00211137735406127,0.0327097200112465,0.000315423371874097,10,0,0.360234407882623,0.602161180461434,0.345824420134481,0.656260735840117,0.0161302557255199,0.00211137735406127,0.00959931109402827,0.0503987122561067,0.0327097200112465,-0.0499090415569043,0.000872664639000881,1,2
0.1,-1.49688795561036,0.0160982498552322,2.55361088933557,0.00204963465431013,0.032198157941443,0.000348419265937682,10,-0.00979129710368819,0.36500844769048,0.532622797005295,0.350143107381304,0.583144060097896,0.0130058839396479,-0.00494977035843113,0.009948376611532,0.0527885587474548,0.032198157941443,-0.0648406763098948,0,1,2
0.2,-1.49427035041791,0.0159354562556751,2.55314388660695,0.00199912775274382,0.0316876560093859,0.000378872946681069,10,-0.0195825942073764,0.364989633551555,0.541278102855419,0.350343587250782,0.591535678112277,0.00780796316882502,-0.000951721501041975,0.0101229093702839,0.0491147745208582,0.0316876560093859,-0.0499090401041216,0.000698131685193272,1,2
0.3,-1.49427035041791,0.0157918369542173,2.55314388660695,0.00199242122912317,0.0316876560093859,0.000405946320939215,10,-0.0195825942073764,0.359977873627945,0.55914637641026,0.34558055385529,0.610212852351173,0.0109254758992622,0.00176517903374697,0.0102974421290357,0.0491147745208582,0.0316876560093859,-0.0499090401041216,0.000872664639000881,1,2
0.4,-1.49424700288576,0.0156116937384911,2.55241322077392,0.00200320661984145,0.032198157941443,0.000428895310330723,10,-0.0293738913110646,0.359973047671269,0.559105371386676,0.345719262517437,0.610371350521261,0.0109265622012214,0.00249064006237313,0.0104719759280849,0.0497559431600052,0.032198157941443,-0.0499090422539263,0.000523598763894954,1,2
0.5,-1.49424700288576,0.0155177397380389,2.55241322077392,0.00203323834273646,0.032198157941443,0.00044709573953065,10,-0.0391651884147528,0.350048850865157,0.612223607104642,0.336240133839194,0.666027305617486,0.0135283348676156,0.00266913735190042,0.0104719759280849,0.0497559431600052,0.032198157941443,-0.0499090422539263,-0.000174532921298318,1,2
0.6,-1.49162939769331,0.0153040147684551,2.5519462180453,0.00246279785446262,0.0316876560093859,0.000459773808670399,10,-0.0391651884147528,0.350162964553116,0.612014940497384,0.336156056082526,0.664059057244406,0.0114438489300837,0.0101153947151928,0.0104719759280849,0.049114775093394,0.0316876560093859,-0.0499090422539263,-0.000174532921298318,1,2
0.7,-1.48898844496871,0.0152303417839015,2.55074854948364,0.00292140959615008,0.0316876560093859,0.000466240336084091,10,-0.0391651884147528,0.335173971760811,0.646159507693277,0.32110872039087,0.699482895333165,0.0140462726853499,0.0102921981539245,0.0106465086868368,0.049114775093394,0.0316876560093859,-0.0499090422539263,0.00104719752778991,1,2
0.8,-1.48637041960028,0.0151526706387124,2.55028004623532,0.00340195472633325,0.0311782106965877,0.000466024887025682,10,-0.0489564855184409,0.335255926902138,0.646061710827982,0.320873987536963,0.69763222649688,0.0140417670291841,0.0102963392086809,0.0106465086868368,0.049114775093394,0.0311782106965877,-0.0522989903747908,-0.000174532921298318,1,2
0.9,-1.48898844496871,0.015257599568357,2.55074854948364,0.00383228753339439,0.0316876560093859,0.000458498103592078,10,-0.0489564855184409,0.325319907976276,0.707825317029188,0.310990730781787,0.762575740962505,0.0166488784320125,0.00973797110160096,0.0106465086868368,0.0534340955628119,0.0316876560093859,-0.0694372548221482,-0.000872664639000881,1,2
1,-1.48637041960028,0.0152430985109975,2.55028004623532,0.00401413966728489,0.0311782106965877,0.000443247696702062,10,-0.0489564855184409,0.325313423906406,0.707869668042864,0.310885744384447,0.761612070556333,0.0150843851224812,0.00621620885691862,0.0106465086868368,0.0527885593238933,0.0311782106965877,-0.0694372548221482,0.00209439505557982,1,2
1.1,-1.48372946687568,0.0150111148892752,2.54908237767367,0.00393283762889558,0.0311782106965877,0.000419992998692953,10,-0.0587477826221291,0.320192060347163,0.602500927650997,0.305337867407435,0.651288402363856,0.0122249024765853,0.00295636891590812,0.0106465086868368,0.0472008208083829,0.0311782106965877,-0.0450407196247753,0.000872664639000881,1,2
