t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad]
0.0,-2.966600661864,0.0110686962618351,-0.643168069271954,-0.0023292567979562,-0.12198226531211,0.0005550062538727,10,0.0,1.03964282532925,2.7837156528558,1.05082751286516,2.6633469110046
0.1,-2.96395970968044,0.0110622197669348,-0.644365737588249,-0.0022595609583602,-0.12198226531211,0.0006109709749509,10,0.0,1.18445528296164,2.40858780018914,1.19422069117311,2.2914066313171
0.2,-2.96395970968044,0.0110496818171182,-0.644365737588249,-0.0022100727360074,-0.12198226531211,0.000663764156369,10,0.0,1.18443973099018,2.4086034987569,1.19416698612587,2.29144828440264
0.3,-2.96395970968044,0.0110316213644789,-0.644365737588249,-0.0021387867834329,-0.12198226531211,0.0007125726916985,10,-0.0097912971036881,1.18442442587853,2.40861651925687,1.19409635027089,2.29149865385912
0.4,-2.96395970968044,0.0110088399651726,-0.644365737588249,-0.0020488669025217,-0.12198226531211,0.0007566491597,10,0.0,1.02454729677483,2.47026204318923,1.03449085015586,2.35336690017085
0.5,-2.9612491734443,0.0109830491783982,-0.64499672940297,-0.0019653610956378,-0.12238096136481,0.0007953033203358,10,-0.0097912971036881,0.909625247645408,2.40017034096732,0.919109497745537,2.28430816450264
0.6,-2.96131875749688,0.0108085760400825,-0.645563405904545,-0.0018673716277502,-0.12198226531211,0.0008278673421792,10,-0.0097912971036881,0.909614800465093,2.40018033028773,0.918906919736829,2.28467099849389
0.7,-2.95853858893896,0.0106253464643691,-0.645629188690992,-0.0018168803068549,-0.122778644424924,0.0008538157944563,10,-0.0097912971036881,1.11941684417082,2.39981045106888,1.12853123094205,2.28222748075551
0.8,-2.95860822126074,0.0106115921811063,-0.646194397719265,-0.0017598209934461,-0.12238096136481,0.0008726744304804,10,-0.0195825942073764,1.11941433666223,2.39981835757432,1.12847968592732,2.28266220193639
0.9,-2.95860822126074,0.010597873429035,-0.646194397719265,-0.0013916225170013,-0.12238096136481,0.0008841137032447,10,-0.0293738913110646,1.1594941816693,2.30392504227057,1.16773776102511,2.18756097345567
1.0,-2.9558976367554,0.0106088770731013,-0.646826857007288,-0.0012606166254993,-0.122778644424924,0.000887858504159,10,-0.0293738913110646,1.23948362955835,2.29517859877874,1.24757341459146,2.17816651947742
1.1,-2.95304941056615,0.0105122447380056,-0.640957957671448,-0.0011302668263204,-0.122380960455005,0.0008837243360992,10,-0.0293738913110646,1.23948861033851,2.29517901082594,1.24741587377721,2.17857740977185
1.2,-2.95358380614782,0.0105274240003598,-0.645359009066301,-0.0010226267714938,-0.119285025528364,0.000871707639974,10,-0.0391651884147528,1.14454688451903,2.31271108472791,1.15253119384842,2.1996340140323
1.3,-2.95358380614782,0.0105452126809962,-0.645359009066301,-0.0008894839742667,-0.119285025528364,0.0008518388049615,10,-0.0391651884147528,1.14455618806454,2.3127048430205,1.1524530266788,2.19971803386601
1.4,-2.95358380614782,0.0107689493101029,-0.645359009066301,-0.0007036883125747,-0.119285025528364,0.0008243869701447,10,-0.0391651884147528,1.14456247355098,2.31269015340364,1.15247806421024,2.19996050648413
1.5,-2.95094285153837,0.010767382960329,-0.64655667794429,-0.0004487833920618,-0.119285025887542,0.0007895892253541,10,-0.0391651884147528,1.17446061398875,2.40853437845871,1.1829006122865,2.2951406406392
1.6,-2.953720613224,0.0108587880574726,-0.646504360435326,-0.000119979564024,-0.118479513685457,0.00074781727699,10,-0.0391651884147528,1.22453862484829,2.46969191077758,1.2332797455832,2.35671115594085
1.7,-2.95107965861465,0.0109431753422651,-0.647702029310663,-3.12159266478665e-05,-0.118479514046465,0.0006996738150951,10,-0.0391651884147528,1.22456252229692,2.4696791150899,1.23330349484182,2.35679150226926
1.8,-2.94837033127448,0.0111461024247629,-0.648326280314981,0.000241540433617,-0.118882781858959,0.0006456457333279,10,-0.0391651884147528,1.14963841760585,2.31275491645998,1.15714655736095,2.20123490441355
1.9,-2.94783708782091,0.0114569952764614,-0.643919971373818,0.0005095902670556,-0.121982264758177,0.0005864846624599,10,-0.0391651884147528,1.14966289973839,2.31273895319162,1.15718310889614,2.19847613143144
2.0,-2.94519613563386,0.0117424695649387,-0.645117639691696,0.0006973079519521,-0.121982264758177,0.0005228740657327,10,-0.0391651884147528,1.16964809824286,2.39984416051068,1.17799050550742,2.2851419264074
2.1,-2.94526567033476,0.0119059288632893,-0.645685789115978,0.0005524587644548,-0.121582551964564,0.0004555768561521,10,-0.0391651884147528,1.13962493129768,2.35608846438319,1.1478018223805,2.24229165003555
2.2,-2.94248559939452,0.0121827046762976,-0.645748631507764,0.0006264739246458,-0.122380960811015,0.0003854659030837,10,-0.0391651884147528,1.139654803927,2.35606808748931,1.14796603618428,2.24167878094181
2.3,-2.94248559939452,0.0124352422456065,-0.645748631507764,0.0006585997142236,-0.122380960811015,0.0003133677506974,10,-0.0391651884147528,1.13968422089303,2.35604703144582,1.14814281168374,2.24182279650728
2.4,-2.93746118180072,0.0127965269637431,-0.644913241743478,0.0006076532852733,-0.119285025887542,0.0002402190001486,10,-0.0391651884147528,1.00467507266302,2.32978314156567,1.01317174480034,2.22017049342844
2.5,-2.939366254751,0.012989382161375,-0.643099765309114,0.0007128070591324,-0.125087783655969,0.0001668701991595,10,-0.0391651884147528,1.00470485361279,2.32975755402808,1.01325125777853,2.21454277194862
2.6,-2.93706590476004,0.0134000956965355,-0.64164701455115,0.0009984259843461,-0.121582553180425,9.41353223263862e-05,10,-0.0391651884147528,1.05468349303607,2.34709725380701,1.06349464897622,2.23525671905686
2.7,-2.93488866153882,0.013774121923931,-0.646682844113261,0.0012618000202853,-0.118882781858959,2.27714877237887e-05,10,-0.0293738913110646,1.0846862207746,2.33831587324356,1.09348282933955,2.22939773821406
2.8,-2.9317144656886,0.01410627268167,-0.643474201762876,0.0015499853068094,-0.121982265972643,-4.63582394512515e-05,10,-0.0293738913110646,1.08470860387351,2.33828135633573,1.09352991715912,2.22666580789238
2.9,-2.92900392945081,0.014541608059905,-0.644105193580103,0.0015274724880923,-0.122380962024086,-0.0001125685025339,10,-0.0293738913110646,1.0544746969114,2.43404987164166,1.06467291094514,2.3217222259089
3.0,-2.92636297726576,0.014936729077405,-0.645302861897073,0.0015290656847446,-0.122380962024086,-0.0001752425841745,10,-0.0293738913110646,1.05448300285572,2.4340057859263,1.06497483092275,2.32191000862892
3.1,-2.9264325613185,0.0154264515182733,-0.645869538396816,0.0015104331648,-0.121982265972643,-0.0002337762132111,10,-0.0293738913110646,1.00989939833782,2.2870316794265,1.01902788121081,2.17752458574592
3.2,-2.92372202508071,0.0157377448887558,-0.646500530214044,0.0014921427936843,-0.122380962024086,-0.0002876511313012,10,-0.0293738913110646,0.994949264280675,2.31323049508681,1.00462708200178,2.20347182490617
3.3,-2.92379160913345,0.0161520804257394,-0.647067206713787,0.0014224701273379,-0.121982265972643,-0.0003364714159168,10,-0.0293738913110646,0.994965974544148,2.31322145873643,1.00497482396644,2.20410855492998
3.4,-2.92115065701059,0.0164262028187155,-0.648264875538064,0.0012555207247763,-0.121982265615726,-0.0003799467889519,10,-0.0293738913110646,0.994976668488387,2.31319306941817,1.00529577730202,2.204164825765
3.5,-2.92115065701059,0.016906042136016,-0.648264875538064,0.0010158260944536,-0.121982265615726,-0.0004178660595378,10,-0.0293738913110646,0.999838537485621,2.3905857429431,1.01164574694478,2.28081062042358
3.6,-2.9183023324916,0.0173720958546333,-0.642398915097908,0.0006689034256158,-0.121582553126564,-0.0004500726159099,10,-0.0293738913110646,0.999822153829379,2.39053862650568,1.01222234080813,2.28123274416199
3.7,-2.91566138030436,0.0178938975755193,-0.643596583415873,0.0008648564674651,-0.121582553126564,-0.0004765253168968,10,-0.0293738913110646,0.974612795453315,2.45125622696103,0.988015776341977,2.34195784062166
3.8,-2.91302042811711,0.0182349812138976,-0.644794251733838,0.0008454673015686,-0.121582553126564,-0.0004973036513904,10,-0.0293738913110646,1.09958808634875,2.44276145395495,1.1131487088813,2.33236079997476
3.9,-2.91037947592988,0.0185436875520928,-0.645991920051801,0.0008007840185011,-0.121582553126564,-0.000512552402714,10,-0.0195825942073764,1.09958914414917,2.4427471496339,1.1134101303652,2.33248611246277
4.0,-2.90766898904122,0.018822790839348,-0.646621438946749,0.0007950034942547,-0.121982265919344,-0.0005225444439575,10,-0.0195825942073764,1.03004579454618,2.29530020053048,1.04208179278326,2.18741217400079
4.1,-2.90502803443059,0.0192072209757319,-0.647819107828205,0.0007418287698686,-0.12198226627626,-0.0005276233252674,10,-0.0195825942073764,1.03004966766705,2.29530858002004,1.04237969361852,2.18765345039594
4.2,-2.90502803443059,0.0194235774523341,-0.647819107828205,0.0007078005520598,-0.12198226627626,-0.0005280348311825,10,-0.0195825942073764,1.03005288154854,2.29531635535587,1.0425495586218,2.18778736736456
4.3,-2.90238708224335,0.0198825117466838,-0.649016776146169,0.0006488122731676,-0.12198226627626,-0.0005242655892693,10,-0.0195825942073764,1.14995941568608,2.33830999013264,1.16343518625597,2.22905451855824
4.4,-2.89974613005611,0.0201665844392749,-0.650214444464134,0.0008209812306983,-0.12198226627626,-0.0005167944895231,10,-0.0195825942073764,1.01002834769913,2.38204143173252,1.02423401869867,2.27424346723661
4.5,-2.89703559381602,0.0206549754608796,-0.650845436282872,0.0010528682477584,-0.122380962327355,-0.0005061008631945,10,-0.0195825942073764,1.01002321286739,2.38204092702491,1.02443120948829,2.27433553049873
4.6,-2.89439464162878,0.0211284534259806,-0.652043104600835,0.0009208450494299,-0.122380962327355,-0.0004927807095358,10,-0.0195825942073764,0.919932880631656,2.31271482935665,0.933712665599577,2.20773413326873
4.7,-2.88883582796065,0.0216885139515352,-0.646806663214266,0.0007873270788564,-0.122380962630622,-0.0004773597467942,10,-0.0195825942073764,0.919922224199934,2.3127349610682,0.934183985250528,2.20808886797796
4.8,-2.88890541201361,0.0221644886628183,-0.647373339712977,0.0009923484057683,-0.121982266579876,-0.0004603524927476,10,-0.0195825942073764,0.909497831305735,2.41725913719675,0.925614338209826,2.31199475878917
4.9,-2.88626445982974,0.0225949199136686,-0.648571008029413,0.0011856988772522,-0.121982266579876,-0.0004423105188013,10,-0.0097912971036881,0.904745324188315,2.49602418639562,0.922242366684097,2.38985299789507
5.0,-2.88355392359291,0.0229839065233923,-0.649201999847138,0.0013153822076939,-0.122380962630622,-0.0004237986536987,10,-0.0097912971036881,0.904739984356645,2.49604086828111,0.922471946011697,2.38983012275606
5.1,-2.880982555462,0.0233368895265643,-0.650966344662287,0.0014424987271402,-0.121982266579876,-0.0004052347985611,10,-0.0097912971036881,0.909652595938546,2.46978526066067,0.927193741506931,2.36472628376259
5.2,-2.880982555462,0.023655828644794,-0.650966344662287,0.0015658178093497,-0.121982266579876,-0.000387132419628,10,-0.0195825942073764,0.829649522095621,2.4691591085401,0.847369120624543,2.36605332914712
5.3,-2.8756310670413,0.0240753975039967,-0.652795004796448,0.0016185294474615,-0.122380962630622,-0.0003699212084533,10,-0.0097912971036881,0.829642191396814,2.46916697821639,0.847659363672987,2.36600910784269
5.4,-2.87515267469436,0.0245826906056548,-0.648948471207591,0.0017102610851106,-0.125087784823273,-0.0003539433703392,10,-0.0097912971036881,0.719088010140971,2.56367652025005,0.738927680543249,2.45873663156032
5.5,-2.87014184023357,0.0250510419228083,-0.648125240492952,0.0016565153638409,-0.12198226622296,-0.000339564084082,10,-0.0097912971036881,0.644335385487073,2.61695975572506,0.665366402867679,2.51602430781394
