t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad]
0.0,-3.81954217109209,-0.0025707010834719,-1.00236852374754,-0.0086747976409045,-0.0531031628001275,-0.0033302290033111,10,0.0,2.29159988097877,1.81490118738021,2.29940078231456,1.75980137995816
0.1,-3.82249996649263,-0.0025459588712127,-1.01210011644955,-0.0086068169664106,-0.0561344271784343,-0.0034070471889418,10,0.0412595835171459,2.25162873534452,1.84104516927861,2.25925803898115,1.78280505246899
0.2,-3.82252616112697,-0.0025259658465167,-1.01538813378891,-0.0085013316267264,-0.0591728292169791,-0.0034526738983541,10,0.0928340629135784,2.206642006783,1.84978203768465,2.21414164148369,1.78845011662327
0.3,-3.82252616112697,-0.0024574043535778,-1.01538813378891,-0.0083479769723803,-0.0591728292169791,-0.0034655580690626,10,0.134093646430724,2.25166303361881,1.82367067794087,2.25915471628482,1.76251501675231
0.4,-3.81984449800752,-0.0024622135368336,-1.01590137872527,-0.0082646635456622,-0.0596516232586686,-0.0034443757977459,10,0.17535322994787,2.25165176895793,1.82367212960693,2.25906254014285,1.76204445116845
0.5,-3.82521799207588,-0.0021362421292197,-1.01228597142872,-0.0083203879702177,-0.0551667816081658,-0.0033885035039065,10,0.20629791758573,2.37649659677424,1.78004517135866,2.38434972368152,1.72324490216082
0.6,-3.82521064322173,-0.0017503229363341,-1.00969697654768,-0.0086582486520817,-0.0516402554201136,-0.0032975691348474,10,0.237242605223589,2.60106972872901,1.93706599361761,2.60879152449641,1.88354739526249
0.7,-3.82788764763606,-0.0011554887752725,-1.00920016270269,-0.0090862669514839,-0.0511501848184672,-0.0031717139021635,10,0.257872396982162,2.60081971796776,1.93710242139961,2.6093391288386,1.88419982158402
0.8,-3.82521064322173,-0.0005326101473984,-1.00969697654768,-0.0095296960951784,-0.0516402554201136,-0.003011537603245,10,0.268187292861449,2.59049991958046,1.81487639106734,2.6002528168931,1.76207646418993
0.9,-3.82521064322173,8.97947929862084e-05,-1.00969697654768,-0.0100232228052036,-0.0516402554201136,-0.0028180434119369,10,0.288817084620022,2.59027977401811,1.81487802886823,2.6007778830781,1.76227091901291
1.0,-3.8225696911245,0.0002994162250315,-1.01089464482483,-0.0101921750113746,-0.0516402554201136,-0.0025926606145098,10,0.299131980499308,2.48513548312596,1.78873496458119,2.49587442492054,1.7362736618093
1.1,-3.82525616877142,0.000725796200431,-1.0129803550312,-0.0099162407396704,-0.0546811445406699,-0.0023372460358366,10,0.319761772257881,2.67032221205681,1.61437422321839,2.68106909991907,1.55981129938389
1.2,-3.8255236030121,0.0010655550846416,-1.01802960806657,-0.0095248721046637,-0.0511501857111052,-0.0020540450178189,10,0.330076668137168,2.67009868616732,1.61436544223969,2.68055343571307,1.56348024576581
1.3,-3.82284659859828,0.0015369883817262,-1.01852642191246,-0.0093732302746812,-0.0516402563118101,-0.0017455042120607,10,0.340391564016454,2.47466896414524,1.44853595518757,2.48470686568644,1.39807815922218
1.4,-3.82289212263315,0.0018957776927865,-1.02180979977475,-0.0093484847504006,-0.0546811457324277,-0.0014144695196196,10,0.350706459895741,2.35985507969867,1.25652612904723,2.36897871660954,1.20401993682769
1.5,-3.82021299384374,0.0025668960236341,-1.02231308444942,-0.0097054811890757,-0.0551667827986615,-0.0010639623544655,10,0.361021355775027,2.35969293678911,1.25648024952469,2.36894374484195,1.20383029941736
